date,league,t1,t2,bet_type,bet_line,bet_result,ROI,fair_odds,odds,House,url,status,telegram,profit,game
28 Mai 2025 13:00,LFL,Gentle Mates,BK ROG Esports,over,total_barons 1.5,1.0,33.55%,2.62,3.5,BET365,url não disponível,loss,,-1.0,4
30 Mai 2025 12:00,TCL,Misa Esports,BoostGate Esports,under,total_dragons 4.5,5.0,12.74%,1.86,2.1,BET365,url não disponível,loss,,-1.0,1
30 Mai 2025 12:00,TCL,Misa Esports,BoostGate Esports,under,total_dragons 4.5,4.0,12.74%,1.86,2.1,BET365,url não disponível,win,,1.1,2
30 Mai 2025 12:00,TCL,Misa Esports,BoostGate Esports,under,total_dragons 4.5,5.0,12.74%,1.86,2.1,BET365,url não disponível,loss,,-1.0,3
30 Mai 2025 12:00,TCL,Misa Esports,BoostGate Esports,over,total_kills 36.5,58.0,11.41%,1.64,1.83,BET365,url não disponível,win,,0.83,1
30 Mai 2025 12:00,TCL,Misa Esports,BoostGate Esports,over,total_kills 36.5,30.0,11.41%,1.64,1.83,BET365,url não disponível,loss,,-1.0,2
30 Mai 2025 12:00,TCL,Misa Esports,BoostGate Esports,over,total_kills 36.5,29.0,11.41%,1.64,1.83,BET365,url não disponível,loss,,-1.0,3
30 Mai 2025 12:00,TCL,Misa Esports,BoostGate Esports,under,total_inhibitors 1.5,1.0,17.89%,1.7,2.0,BET365,url não disponível,win,,1.0,1
30 Mai 2025 12:00,TCL,Misa Esports,BoostGate Esports,under,total_inhibitors 1.5,1.0,17.89%,1.7,2.0,BET365,url não disponível,win,,1.0,2
30 Mai 2025 12:00,TCL,Misa Esports,BoostGate Esports,under,total_inhibitors 1.5,1.0,17.89%,1.7,2.0,BET365,url não disponível,win,,1.0,3
31 Mai 2025 13:00,LTA S,LOUD,Isurus Estral,under,total_towers 12.5,15.0,9.15%,1.58,1.72,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 13:00,LTA S,LOUD,Isurus Estral,under,total_towers 12.5,15.0,9.15%,1.58,1.72,BET365,url não disponível,loss,,-1.0,2
31 Mai 2025 13:00,LTA S,LOUD,Isurus Estral,under,total_towers 12.5,17.0,9.15%,1.58,1.72,BET365,url não disponível,loss,,-1.0,3
31 Mai 2025 13:00,LTA S,LOUD,Isurus Estral,under,total_towers 12.5,11.0,9.15%,1.58,1.72,BET365,url não disponível,win,,0.72,4
31 Mai 2025 13:00,LTA S,LOUD,Isurus Estral,under,total_inhibitors 1.5,1.0,11.73%,1.49,1.66,BET365,url não disponível,win,,0.66,1
31 Mai 2025 13:00,LTA S,LOUD,Isurus Estral,under,total_inhibitors 1.5,2.0,11.73%,1.49,1.66,BET365,url não disponível,loss,,-1.0,2
31 Mai 2025 13:00,LTA S,LOUD,Isurus Estral,under,total_inhibitors 1.5,1.0,11.73%,1.49,1.66,BET365,url não disponível,win,,0.66,3
31 Mai 2025 13:00,LTA S,LOUD,Isurus Estral,under,total_inhibitors 1.5,1.0,11.73%,1.49,1.66,BET365,url não disponível,win,,0.66,4
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,total_dragons 4.5,4.0,7.50%,1.6,1.72,BET365,url não disponível,win,,0.72,1
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,total_dragons 4.5,3.0,7.50%,1.6,1.72,BET365,url não disponível,win,,0.72,2
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,total_dragons 4.5,3.0,7.50%,1.6,1.72,BET365,url não disponível,win,,0.72,3
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,total_towers 11.5,9.0,10.00%,1.82,2.0,BET365,url não disponível,win,,1.0,1
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,total_towers 11.5,11.0,10.00%,1.82,2.0,BET365,url não disponível,win,,1.0,2
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,total_towers 11.5,15.0,10.00%,1.82,2.0,BET365,url não disponível,loss,,-1.0,3
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,total_kills 29.5,36.0,5.22%,1.74,1.83,BET365,url não disponível,loss,,-1.0,1
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,total_kills 29.5,23.0,5.22%,1.74,1.83,BET365,url não disponível,win,,0.83,2
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,total_kills 29.5,33.0,5.22%,1.74,1.83,BET365,url não disponível,loss,,-1.0,3
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,game_duration 33.5,29.1,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,1
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,game_duration 33.5,27.18,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,2
1 Jun 2025 05:00,LCK,Dplus KIA,Nongshim RedForce,under,game_duration 33.5,27.97,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,3
1 Jun 2025 12:00,LEC,Karmine Corp,Team Heretics,over,total_inhibitors 1.5,2.0,10.47%,1.38,1.53,BET365,url não disponível,win,,0.53,1
1 Jun 2025 12:00,LEC,Karmine Corp,Team Heretics,over,total_inhibitors 1.5,1.0,10.47%,1.38,1.53,BET365,url não disponível,loss,,-1.0,2
1 Jun 2025 12:00,LEC,Karmine Corp,Team Heretics,over,total_inhibitors 1.5,1.0,10.47%,1.38,1.53,BET365,url não disponível,loss,,-1.0,3
1 Jun 2025 12:00,LEC,Karmine Corp,Team Heretics,over,total_inhibitors 1.5,2.0,10.47%,1.38,1.53,BET365,url não disponível,win,,0.53,4
1 Jun 2025 12:00,LEC,Karmine Corp,Team Heretics,over,total_barons 1.5,1.0,11.18%,3.6,4.0,BET365,url não disponível,loss,,-1.0,1
1 Jun 2025 12:00,LEC,Karmine Corp,Team Heretics,over,total_barons 1.5,2.0,11.18%,3.6,4.0,BET365,url não disponível,win,,3.0,2
1 Jun 2025 12:00,LEC,Karmine Corp,Team Heretics,over,total_barons 1.5,1.0,11.18%,3.6,4.0,BET365,url não disponível,loss,,-1.0,3
1 Jun 2025 12:00,LEC,Karmine Corp,Team Heretics,over,total_barons 1.5,1.0,11.18%,3.6,4.0,BET365,url não disponível,loss,,-1.0,4
1 Jun 2025 13:00,LTA S,Vivo Keyd Stars,RED Canids,under,game_duration 33.5,30.95,22.00%,1.5,1.83,BET365,url não disponível,win,,0.83,1
1 Jun 2025 13:00,LTA S,Vivo Keyd Stars,RED Canids,under,game_duration 33.5,29.35,22.00%,1.5,1.83,BET365,url não disponível,win,,0.83,2
1 Jun 2025 13:00,LTA S,Vivo Keyd Stars,RED Canids,under,game_duration 33.5,36.98,22.00%,1.5,1.83,BET365,url não disponível,loss,,-1.0,3
1 Jun 2025 13:00,LTA S,Vivo Keyd Stars,RED Canids,under,game_duration 33.5,27.02,22.00%,1.5,1.83,BET365,url não disponível,win,,0.83,4
27 Mai 2025 10:00,VCS,Saigon Dino,Mila Gaming,over,total_dragons 4.5,4.0,10.27%,2.15,2.37,BET365,url não disponível,loss,,-1.0,1
27 Mai 2025 10:00,VCS,Saigon Dino,Mila Gaming,under,total_kills 36.5,40.0,6.75%,1.71,1.83,BET365,url não disponível,loss,,-1.0,1
27 Mai 2025 10:00,VCS,Saigon Dino,Mila Gaming,under,total_inhibitors 1.5,2.0,18.75%,1.6,1.9,BET365,url não disponível,loss,,-1.0,1
27 Mai 2025 07:00,VCS,Saigon Secret,GenZ Gaming,over,total_dragons 4.5,3.0,13.03%,1.62,1.83,BET365,url não disponível,loss,,-1.0,1
27 Mai 2025 07:00,VCS,Saigon Secret,GenZ Gaming,over,total_towers 12.5,13.0,11.29%,1.55,1.72,BET365,url não disponível,win,,0.72,1
27 Mai 2025 07:00,VCS,Saigon Secret,GenZ Gaming,over,total_kills 35.5,52.0,18.41%,1.55,1.83,BET365,url não disponível,win,,0.83,1
27 Mai 2025 07:00,VCS,Saigon Secret,GenZ Gaming,over,game_duration 31.5,29.12,18.41%,1.55,1.83,BET365,url não disponível,loss,,-1.0,1
27 Mai 2025 07:00,VCS,Saigon Secret,GenZ Gaming,over,total_inhibitors 1.5,2.0,16.47%,1.55,1.8,BET365,url não disponível,win,,0.8,1
27 Mai 2025 07:00,VCS,Saigon Secret,GenZ Gaming,over,total_barons 1.5,1.0,11.76%,3.58,4.0,BET365,url não disponível,loss,,-1.0,1
27 Mai 2025 08:00,VCS,Team Flash,SN CyberCore Esports,under,total_dragons 4.5,4.0,12.88%,1.86,2.1,BET365,url não disponível,win,,1.1,1
27 Mai 2025 08:00,VCS,Team Flash,SN CyberCore Esports,under,total_kills 34.5,13.0,5.22%,1.74,1.83,BET365,url não disponível,win,,0.83,1
27 Mai 2025 08:00,VCS,Team Flash,SN CyberCore Esports,under,game_duration 32.5,27.17,14.38%,1.6,1.83,BET365,url não disponível,win,,0.83,1
27 Mai 2025 08:00,VCS,Team Flash,SN CyberCore Esports,under,total_inhibitors 1.5,1.0,18.95%,1.54,1.83,BET365,url não disponível,win,,0.83,1
27 Mai 2025 08:00,VCS,Team Flash,SN CyberCore Esports,under,total_barons 1.5,1.0,15.63%,1.08,1.25,BET365,url não disponível,win,,0.25,1
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,over,total_dragons 4.5,4.0,6.65%,2.22,2.37,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,over,total_dragons 4.5,5.0,6.65%,2.22,2.37,BET365,url não disponível,win,,1.37,2
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,over,total_dragons 4.5,6.0,6.65%,2.22,2.37,BET365,url não disponível,win,,1.37,3
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,under,total_kills 27.5,22.0,5.22%,1.74,1.83,BET365,url não disponível,win,,0.83,1
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,under,total_kills 27.5,32.0,5.22%,1.74,1.83,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,under,total_kills 27.5,21.0,5.22%,1.74,1.83,BET365,url não disponível,win,,0.83,3
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,under,game_duration 31.5,25.22,14.38%,1.6,1.83,BET365,url não disponível,win,,0.83,1
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,under,game_duration 31.5,29.6,14.38%,1.6,1.83,BET365,url não disponível,win,,0.83,2
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,under,game_duration 31.5,39.0,14.38%,1.6,1.83,BET365,url não disponível,loss,,-1.0,3
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,under,total_inhibitors 1.5,1.0,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,1
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,under,total_inhibitors 1.5,1.0,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,2
29 Mai 2025 07:00,LCK,KT Rolster,Gen.G,under,total_inhibitors 1.5,1.0,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,3
30 Mai 2025 07:00,LCK,Dplus KIA,DN Freecs,under,total_inhibitors 1.5,2.0,28.10%,1.43,1.83,BET365,url não disponível,loss,,-1.0,1
30 Mai 2025 07:00,LCK,Dplus KIA,DN Freecs,under,total_inhibitors 1.5,2.0,28.10%,1.43,1.83,BET365,url não disponível,loss,,-1.0,2
30 Mai 2025 07:00,LCK,Dplus KIA,DN Freecs,under,total_inhibitors 1.5,2.0,28.10%,1.43,1.83,BET365,url não disponível,loss,,-1.0,3
31 Mai 2025 03:00,LCK,KT Rolster,DRX,over,total_dragons 4.5,5.0,5.00%,2.0,2.1,BET365,url não disponível,win,,1.1,1
31 Mai 2025 03:00,LCK,KT Rolster,DRX,over,total_dragons 4.5,5.0,5.00%,2.0,2.1,BET365,url não disponível,win,,1.1,2
31 Mai 2025 03:00,LCK,KT Rolster,DRX,under,total_inhibitors 1.5,1.0,23.53%,1.48,1.83,BET365,url não disponível,win,,0.83,1
31 Mai 2025 03:00,LCK,KT Rolster,DRX,under,total_inhibitors 1.5,1.0,23.53%,1.48,1.83,BET365,url não disponível,win,,0.83,2
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_dragons 4.5,4.0,32.90%,1.69,2.25,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_dragons 4.5,7.0,32.90%,1.69,2.25,BET365,url não disponível,win,,1.25,2
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_dragons 4.5,4.0,32.90%,1.69,2.25,BET365,url não disponível,loss,,-1.0,3
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_dragons 4.5,4.0,32.90%,1.69,2.25,BET365,url não disponível,loss,,-1.0,4
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_towers 11.5,9.0,11.68%,1.34,1.5,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_towers 11.5,16.0,11.68%,1.34,1.5,BET365,url não disponível,win,,0.5,2
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_towers 11.5,10.0,11.68%,1.34,1.5,BET365,url não disponível,loss,,-1.0,3
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_towers 11.5,12.0,11.68%,1.34,1.5,BET365,url não disponível,win,,0.5,4
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_kills 27.5,12.0,8.59%,1.69,1.83,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_kills 27.5,22.0,8.59%,1.69,1.83,BET365,url não disponível,loss,,-1.0,2
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_kills 27.5,23.0,8.59%,1.69,1.83,BET365,url não disponível,loss,,-1.0,3
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_kills 27.5,10.0,8.59%,1.69,1.83,BET365,url não disponível,loss,,-1.0,4
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,game_duration 31.5,28.73,22.17%,1.5,1.83,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,game_duration 31.5,44.47,22.17%,1.5,1.83,BET365,url não disponível,win,,0.83,2
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,game_duration 31.5,26.13,22.17%,1.5,1.83,BET365,url não disponível,loss,,-1.0,3
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,game_duration 31.5,28.88,22.17%,1.5,1.83,BET365,url não disponível,loss,,-1.0,4
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_barons 1.5,1.0,22.39%,4.49,5.5,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_barons 1.5,2.0,22.39%,4.49,5.5,BET365,url não disponível,win,,4.5,2
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_barons 1.5,0.0,22.39%,4.49,5.5,BET365,url não disponível,loss,,-1.0,3
31 Mai 2025 17:00,LTA N,Team Liquid,Dignitas,over,total_barons 1.5,1.0,22.39%,4.49,5.5,BET365,url não disponível,loss,,-1.0,4
1 Jun 2025 03:00,LPL,Anyone's Legend,Team WE,over,total_inhibitors 1.5,5.0,12.50%,1.6,1.8,BET365,url não disponível,win,,0.8,1
1 Jun 2025 03:00,LPL,Anyone's Legend,Team WE,over,total_inhibitors 1.5,2.0,12.50%,1.6,1.8,BET365,url não disponível,win,,0.8,2
1 Jun 2025 03:00,LPL,Anyone's Legend,Team WE,over,total_inhibitors 1.5,1.0,12.50%,1.6,1.8,BET365,url não disponível,loss,,-1.0,3
28 Mai 2025 07:00,VCS,Saigon Secret,Saigon Dino,under,total_inhibitors 1.5,3.0,10.34%,1.66,1.83,BET365,url não disponível,loss,,-1.0,1
28 Mai 2025 07:00,VCS,Saigon Secret,Saigon Dino,under,total_inhibitors 1.5,1.0,10.34%,1.66,1.83,BET365,url não disponível,win,,0.83,2
28 Mai 2025 07:00,VCS,Saigon Secret,Saigon Dino,under,total_inhibitors 1.5,1.0,10.34%,1.66,1.83,BET365,url não disponível,win,,0.83,3
28 Mai 2025 07:00,VCS,Saigon Secret,Saigon Dino,under,total_barons 1.5,2.0,11.63%,1.09,1.22,BET365,url não disponível,loss,,-1.0,1
28 Mai 2025 07:00,VCS,Saigon Secret,Saigon Dino,under,total_barons 1.5,2.0,11.63%,1.09,1.22,BET365,url não disponível,loss,,-1.0,2
28 Mai 2025 07:00,VCS,Saigon Secret,Saigon Dino,under,total_barons 1.5,1.0,11.63%,1.09,1.22,BET365,url não disponível,win,,0.22,3
29 Mai 2025 02:00,LCKC,BNK FEARX Youth,KT Rolster Challengers,over,total_towers 11.5,11.0,12.50%,2.0,2.25,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 02:00,LCKC,BNK FEARX Youth,KT Rolster Challengers,over,total_towers 11.5,11.0,12.50%,2.0,2.25,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 02:00,LCKC,BNK FEARX Youth,KT Rolster Challengers,over,total_towers 11.5,12.0,12.50%,2.0,2.25,BET365,url não disponível,win,,1.25,3
29 Mai 2025 02:00,LCKC,Dplus KIA Challengers,Hanwha Life Esports Challengers,under,total_barons 1.5,2.0,13.05%,1.18,1.33,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 02:00,LCKC,Dplus KIA Challengers,Hanwha Life Esports Challengers,under,total_barons 1.5,2.0,13.05%,1.18,1.33,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 02:00,LCKC,Gen.G Global Academy,Nongshim Esports Academy,under,total_barons 1.5,2.0,15.20%,1.25,1.44,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 02:00,LCKC,Gen.G Global Academy,Nongshim Esports Academy,under,total_barons 1.5,2.0,15.20%,1.25,1.44,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,total_dragons 4.5,4.0,30.62%,1.45,1.9,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,total_dragons 4.5,5.0,30.62%,1.45,1.9,BET365,url não disponível,win,,0.9,2
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,total_towers 12.5,11.0,65.00%,1.33,2.2,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,total_towers 12.5,12.0,65.00%,1.33,2.2,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,total_kills 35.5,25.0,14.38%,1.6,1.83,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,total_kills 35.5,31.0,14.38%,1.6,1.83,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,game_duration 31.5,26.6,25.81%,1.45,1.83,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,game_duration 31.5,39.97,25.81%,1.45,1.83,BET365,url não disponível,win,,0.83,2
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,total_inhibitors 1.5,1.0,14.38%,1.6,1.83,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 10:00,VCS,GenZ Gaming,SN CyberCore Esports,over,total_inhibitors 1.5,1.0,14.38%,1.6,1.83,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 07:00,VCS,Never Give Up,Mila Gaming,under,total_towers 12.5,12.0,19.23%,1.44,1.72,BET365,url não disponível,win,,0.72,1
29 Mai 2025 07:00,VCS,Never Give Up,Mila Gaming,under,total_towers 12.5,14.0,19.23%,1.44,1.72,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 07:00,VCS,Never Give Up,Mila Gaming,under,total_towers 12.5,13.0,19.23%,1.44,1.72,BET365,url não disponível,loss,,-1.0,3
29 Mai 2025 07:00,VCS,Never Give Up,Mila Gaming,under,game_duration 31.5,28.97,10.22%,1.66,1.83,BET365,url não disponível,win,,0.83,1
