date,league,t1,t2,bet_type,bet_line,bet_result,ROI,fair_odds,odds,House,url,status,telegram,profit,game
29 Mai 2025 07:00,VCS,Never Give Up,Mila Gaming,under,game_duration 31.5,32.18,10.22%,1.66,1.83,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 07:00,VCS,Never Give Up,Mila Gaming,under,game_duration 31.5,31.25,10.22%,1.66,1.83,BET365,url não disponível,win,,0.83,3
29 Mai 2025 07:00,VCS,Never Give Up,Mila Gaming,under,total_inhibitors 1.5,3.0,18.53%,1.54,1.83,BET365,url não disponível,loss,,-1.0,1
29 Mai 2025 07:00,VCS,Never Give Up,Mila Gaming,under,total_inhibitors 1.5,2.0,18.53%,1.54,1.83,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 07:00,VCS,Never Give Up,Mila Gaming,under,total_inhibitors 1.5,3.0,18.53%,1.54,1.83,BET365,url não disponível,loss,,-1.0,3
31 Mai 2025 03:00,LPL,Top Esports,FunPlus Phoenix,under,total_kills 32.5,31.0,18.95%,1.54,1.83,BET365,url não disponível,win,,0.83,1
31 Mai 2025 03:00,LPL,Top Esports,FunPlus Phoenix,under,total_kills 32.5,27.0,18.95%,1.54,1.83,BET365,url não disponível,win,,0.83,2
31 Mai 2025 03:00,LPL,Top Esports,FunPlus Phoenix,under,total_kills 32.5,27.0,18.95%,1.54,1.83,BET365,url não disponível,win,,0.83,3
31 Mai 2025 03:00,LPL,Top Esports,FunPlus Phoenix,under,total_kills 32.5,37.0,18.95%,1.54,1.83,BET365,url não disponível,loss,,-1.0,4
31 Mai 2025 03:00,LPL,Top Esports,FunPlus Phoenix,over,total_barons 1.5,0.0,10.50%,3.08,3.4,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 03:00,LPL,Top Esports,FunPlus Phoenix,over,total_barons 1.5,1.0,10.50%,3.08,3.4,BET365,url não disponível,loss,,-1.0,2
31 Mai 2025 03:00,LPL,Top Esports,FunPlus Phoenix,over,total_barons 1.5,1.0,10.50%,3.08,3.4,BET365,url não disponível,loss,,-1.0,3
31 Mai 2025 03:00,LPL,Top Esports,FunPlus Phoenix,over,total_barons 1.5,1.0,10.50%,3.08,3.4,BET365,url não disponível,loss,,-1.0,4
29 Mai 2025 13:00,PRM,Kaufland Hangry Knights,ROSSMANN Centaurs,under,game_duration 31.5,30.43,18.95%,1.54,1.83,BET365,url não disponível,win,,0.83,1
29 Mai 2025 13:00,PRM,Kaufland Hangry Knights,ROSSMANN Centaurs,under,game_duration 31.5,40.57,18.95%,1.54,1.83,BET365,url não disponível,loss,,-1.0,2
29 Mai 2025 13:00,PRM,Kaufland Hangry Knights,ROSSMANN Centaurs,under,game_duration 31.5,36.68,18.95%,1.54,1.83,BET365,url não disponível,loss,,-1.0,3
29 Mai 2025 13:00,PRM,Kaufland Hangry Knights,ROSSMANN Centaurs,under,game_duration 31.5,36.72,18.95%,1.54,1.83,BET365,url não disponível,loss,,-1.0,4
29 Mai 2025 13:00,PRM,Kaufland Hangry Knights,ROSSMANN Centaurs,under,game_duration 31.5,26.65,18.95%,1.54,1.83,BET365,url não disponível,win,,0.83,5
30 Mai 2025 02:00,LCKC,DN Freecs Challengers,OKSavingsBank BRION Challengers,under,game_duration 34.5,43.1,14.38%,1.6,1.83,BET365,url não disponível,loss,,-1.0,1
30 Mai 2025 02:00,LCKC,DN Freecs Challengers,OKSavingsBank BRION Challengers,under,game_duration 34.5,26.15,14.38%,1.6,1.83,BET365,url não disponível,win,,0.83,2
30 Mai 2025 02:00,LCKC,DN Freecs Challengers,OKSavingsBank BRION Challengers,under,game_duration 34.5,35.9,14.38%,1.6,1.83,BET365,url não disponível,loss,,-1.0,3
30 Mai 2025 13:00,PRM,CGN Esports,Berlin International Gaming,over,total_towers 12.5,9.0,22.50%,1.71,2.1,BET365,url não disponível,loss,,-1.0,1
30 Mai 2025 13:00,PRM,CGN Esports,Berlin International Gaming,over,total_towers 12.5,14.0,22.50%,1.71,2.1,BET365,url não disponível,win,,1.1,2
30 Mai 2025 13:00,PRM,CGN Esports,Berlin International Gaming,over,total_towers 12.5,11.0,22.50%,1.71,2.1,BET365,url não disponível,loss,,-1.0,3
30 Mai 2025 13:00,PRM,CGN Esports,Berlin International Gaming,over,total_towers 12.5,15.0,22.50%,1.71,2.1,BET365,url não disponível,win,,1.1,4
30 Mai 2025 13:00,PRM,CGN Esports,Berlin International Gaming,over,total_towers 12.5,11.0,22.50%,1.71,2.1,BET365,url não disponível,loss,,-1.0,5
31 Mai 2025 12:00,LEC,Fnatic,GiantX,under,total_towers 12.5,12.0,27.13%,1.49,1.9,BET365,url não disponível,win,,0.9,1
31 Mai 2025 12:00,LEC,Fnatic,GiantX,under,total_towers 12.5,10.0,27.13%,1.49,1.9,BET365,url não disponível,win,,0.9,2
31 Mai 2025 12:00,LEC,Fnatic,GiantX,under,total_towers 12.5,11.0,27.13%,1.49,1.9,BET365,url não disponível,win,,0.9,3
31 Mai 2025 12:00,LEC,Fnatic,GiantX,under,total_towers 12.5,12.0,27.13%,1.49,1.9,BET365,url não disponível,win,,0.9,4
31 Mai 2025 12:00,LEC,Fnatic,GiantX,under,game_duration 33.5,33.93,22.11%,1.5,1.83,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 12:00,LEC,Fnatic,GiantX,under,game_duration 33.5,28.48,22.11%,1.5,1.83,BET365,url não disponível,win,,0.83,2
31 Mai 2025 12:00,LEC,Fnatic,GiantX,under,game_duration 33.5,33.1,22.11%,1.5,1.83,BET365,url não disponível,win,,0.83,3
31 Mai 2025 12:00,LEC,Fnatic,GiantX,under,game_duration 33.5,33.63,22.11%,1.5,1.83,BET365,url não disponível,loss,,-1.0,4
4 Jun 2025 10:00,LJL,QT DIG∞,Burning Core Toyama,under,total_kills 34.5,31.0,27.89%,1.43,1.83,BET365,url não disponível,win,,0.83,1
4 Jun 2025 10:00,VCS,Mila Gaming,GenZ Gaming,over,total_kills 35.5,46.0,23.53%,1.48,1.83,BET365,url não disponível,win,,0.83,1
4 Jun 2025 10:00,VCS,Mila Gaming,GenZ Gaming,over,total_kills 35.5,52.0,23.53%,1.48,1.83,BET365,url não disponível,win,,0.83,2
30 Mai 2025 09:00,LCP,GAM Esports,MGN Vikings Esports,under,game_duration 32.5,44.35,18.41%,1.55,1.83,BET365,url não disponível,loss,,-1.0,1
30 Mai 2025 09:00,LCP,GAM Esports,MGN Vikings Esports,under,game_duration 32.5,45.07,18.41%,1.55,1.83,BET365,url não disponível,loss,,-1.0,2
30 Mai 2025 09:00,LCP,GAM Esports,MGN Vikings Esports,under,game_duration 32.5,40.0,18.41%,1.55,1.83,BET365,url não disponível,loss,,-1.0,3
30 Mai 2025 09:00,LCP,GAM Esports,MGN Vikings Esports,under,total_barons 1.5,2.0,17.65%,1.06,1.25,BET365,url não disponível,loss,,-1.0,1
30 Mai 2025 09:00,LCP,GAM Esports,MGN Vikings Esports,under,total_barons 1.5,2.0,17.65%,1.06,1.25,BET365,url não disponível,loss,,-1.0,2
30 Mai 2025 09:00,LCP,GAM Esports,MGN Vikings Esports,under,total_barons 1.5,1.0,17.65%,1.06,1.25,BET365,url não disponível,win,,0.25,3
1 Jun 2025 03:00,LCK,Hanwha Life Esports,BNK FEARX,over,total_dragons 4.5,4.0,18.13%,1.9,2.25,BET365,url não disponível,loss,,-1.0,1
1 Jun 2025 03:00,LCK,Hanwha Life Esports,BNK FEARX,over,total_dragons 4.5,4.0,18.13%,1.9,2.25,BET365,url não disponível,loss,,-1.0,2
1 Jun 2025 03:00,LCK,Hanwha Life Esports,BNK FEARX,under,total_inhibitors 1.5,1.0,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,1
1 Jun 2025 03:00,LCK,Hanwha Life Esports,BNK FEARX,under,total_inhibitors 1.5,1.0,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,2
3 Jun 2025 07:00,VCS,SN CyberCore Esports,Never Give Up,over,total_kills 32.5,37.0,20.89%,1.51,1.83,BET365,url não disponível,win,,0.83,1
3 Jun 2025 07:00,VCS,SN CyberCore Esports,Never Give Up,over,total_kills 32.5,28.0,20.89%,1.51,1.83,BET365,url não disponível,loss,,-1.0,2
3 Jun 2025 07:00,VCS,SN CyberCore Esports,Never Give Up,over,total_kills 32.5,46.0,20.89%,1.51,1.83,BET365,url não disponível,win,,0.83,3
3 Jun 2025 07:00,VCS,SN CyberCore Esports,Never Give Up,under,total_inhibitors 1.5,1.0,15.73%,1.64,1.9,BET365,url não disponível,win,,0.9,1
3 Jun 2025 07:00,VCS,SN CyberCore Esports,Never Give Up,under,total_inhibitors 1.5,1.0,15.73%,1.64,1.9,BET365,url não disponível,win,,0.9,2
3 Jun 2025 07:00,VCS,SN CyberCore Esports,Never Give Up,under,total_inhibitors 1.5,3.0,15.73%,1.64,1.9,BET365,url não disponível,loss,,-1.0,3
3 Jun 2025 07:00,VCS,SN CyberCore Esports,Never Give Up,under,total_barons 1.5,1.0,13.65%,1.13,1.28,BET365,url não disponível,win,,0.28,1
3 Jun 2025 07:00,VCS,SN CyberCore Esports,Never Give Up,under,total_barons 1.5,1.0,13.65%,1.13,1.28,BET365,url não disponível,win,,0.28,2
3 Jun 2025 07:00,VCS,SN CyberCore Esports,Never Give Up,under,total_barons 1.5,1.0,13.65%,1.13,1.28,BET365,url não disponível,win,,0.28,3
31 Mai 2025 06:30,LCP,CTBC Flying Oyster,GAM Esports,under,total_barons 1.5,1.0,11.00%,1.08,1.2,BET365,url não disponível,win,,0.2,1
31 Mai 2025 06:30,LCP,CTBC Flying Oyster,GAM Esports,under,total_barons 1.5,1.0,11.00%,1.08,1.2,BET365,url não disponível,win,,0.2,2
31 Mai 2025 06:30,LCP,CTBC Flying Oyster,GAM Esports,under,total_barons 1.5,1.0,11.00%,1.08,1.2,BET365,url não disponível,win,,0.2,3
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,total_towers 12.5,16.0,24.91%,1.26,1.57,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,total_towers 12.5,9.0,24.91%,1.26,1.57,BET365,url não disponível,win,,0.57,2
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,total_kills 25.5,22.0,18.68%,1.54,1.83,BET365,url não disponível,win,,0.83,1
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,total_kills 25.5,19.0,18.68%,1.54,1.83,BET365,url não disponível,win,,0.83,2
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,game_duration 31.5,33.68,10.34%,1.66,1.83,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,game_duration 31.5,28.03,10.34%,1.66,1.83,BET365,url não disponível,win,,0.83,2
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,total_inhibitors 1.5,3.0,30.59%,1.53,2.0,BET365,url não disponível,loss,,-1.0,1
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,total_inhibitors 1.5,1.0,30.59%,1.53,2.0,BET365,url não disponível,win,,1.0,2
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,total_barons 1.5,1.0,12.50%,1.11,1.25,BET365,url não disponível,win,,0.25,1
31 Mai 2025 09:00,LCP,Team Secret Whales,TALON,under,total_barons 1.5,1.0,12.50%,1.11,1.25,BET365,url não disponível,win,,0.25,2
2 Jun 2025 06:00,LPL,Top Esports,Bilibili Gaming,under,total_towers 12.5,12.0,12.05%,1.48,1.66,BET365,url não disponível,win,,0.66,1
2 Jun 2025 06:00,LPL,Top Esports,Bilibili Gaming,under,total_towers 12.5,12.0,12.05%,1.48,1.66,BET365,url não disponível,win,,0.66,2
2 Jun 2025 06:00,LPL,Top Esports,Bilibili Gaming,under,total_towers 12.5,9.0,12.05%,1.48,1.66,BET365,url não disponível,win,,0.66,3
2 Jun 2025 06:00,LPL,Top Esports,Bilibili Gaming,under,game_duration 33.5,28.47,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,1
2 Jun 2025 06:00,LPL,Top Esports,Bilibili Gaming,under,game_duration 33.5,33.93,32.67%,1.38,1.83,BET365,url não disponível,loss,,-1.0,2
2 Jun 2025 06:00,LPL,Top Esports,Bilibili Gaming,under,game_duration 33.5,24.97,32.67%,1.38,1.83,BET365,url não disponível,win,,0.83,3
2 Jun 2025 06:00,LPL,Top Esports,Bilibili Gaming,under,total_inhibitors 1.5,2.0,10.00%,1.82,2.0,BET365,url não disponível,loss,,-1.0,1
2 Jun 2025 06:00,LPL,Top Esports,Bilibili Gaming,under,total_inhibitors 1.5,2.0,10.00%,1.82,2.0,BET365,url não disponível,loss,,-1.0,2
2 Jun 2025 06:00,LPL,Top Esports,Bilibili Gaming,under,total_inhibitors 1.5,1.0,10.00%,1.82,2.0,BET365,url não disponível,win,,1.0,3
3 Jun 2025 06:00,LPL,Anyone's Legend,Weibo Gaming,under,total_towers 12.5,11.0,10.92%,1.38,1.53,BET365,url não disponível,win,,0.53,1
3 Jun 2025 06:00,LPL,Anyone's Legend,Weibo Gaming,under,total_towers 12.5,13.0,10.92%,1.38,1.53,BET365,url não disponível,loss,,-1.0,2
3 Jun 2025 06:00,LPL,Anyone's Legend,Weibo Gaming,under,total_towers 12.5,10.0,10.92%,1.38,1.53,BET365,url não disponível,win,,0.53,3
3 Jun 2025 06:00,LPL,Anyone's Legend,Weibo Gaming,under,total_towers 12.5,11.0,10.92%,1.38,1.53,BET365,url não disponível,win,,0.53,4
3 Jun 2025 06:00,LPL,Anyone's Legend,Weibo Gaming,over,total_barons 1.5,1.0,12.50%,3.33,3.75,BET365,url não disponível,loss,,-1.0,1
3 Jun 2025 06:00,LPL,Anyone's Legend,Weibo Gaming,over,total_barons 1.5,2.0,12.50%,3.33,3.75,BET365,url não disponível,win,,2.75,2
3 Jun 2025 06:00,LPL,Anyone's Legend,Weibo Gaming,over,total_barons 1.5,0.0,12.50%,3.33,3.75,BET365,url não disponível,loss,,-1.0,3
3 Jun 2025 06:00,LPL,Anyone's Legend,Weibo Gaming,over,total_barons 1.5,1.0,12.50%,3.33,3.75,BET365,url não disponível,loss,,-1.0,4
4 Jun 2025 05:00,LCK,Dplus KIA,KT Rolster,under,total_towers 12.5,13.0,14.75%,1.33,1.53,BET365,url não disponível,loss,,-1.0,1
4 Jun 2025 05:00,LCK,Dplus KIA,KT Rolster,under,total_towers 12.5,10.0,14.75%,1.33,1.53,BET365,url não disponível,win,,0.53,2
4 Jun 2025 05:00,LCK,Dplus KIA,KT Rolster,under,total_towers 12.5,14.0,14.75%,1.33,1.53,BET365,url não disponível,loss,,-1.0,3
4 Jun 2025 05:00,LCK,Dplus KIA,KT Rolster,under,game_duration 32.5,37.2,32.67%,1.38,1.83,BET365,url não disponível,loss,,-1.0,1
4 Jun 2025 05:00,LCK,Dplus KIA,KT Rolster,under,game_duration 32.5,35.43,32.67%,1.38,1.83,BET365,url não disponível,loss,,-1.0,2
4 Jun 2025 05:00,LCK,Dplus KIA,KT Rolster,under,game_duration 32.5,35.5,32.67%,1.38,1.83,BET365,url não disponível,loss,,-1.0,3
4 Jun 2025 06:00,LPL,FunPlus Phoenix,Invictus Gaming,under,total_kills 32.5,31.0,37.25%,1.33,1.83,BET365,url não disponível,win,,0.83,1
4 Jun 2025 06:00,LPL,FunPlus Phoenix,Invictus Gaming,under,total_kills 32.5,42.0,37.25%,1.33,1.83,BET365,url não disponível,loss,,-1.0,2
4 Jun 2025 06:00,LPL,FunPlus Phoenix,Invictus Gaming,under,total_kills 32.5,28.0,37.25%,1.33,1.83,BET365,url não disponível,win,,0.83,3
4 Jun 2025 06:00,LPL,FunPlus Phoenix,Invictus Gaming,under,total_kills 32.5,36.0,37.25%,1.33,1.83,BET365,url não disponível,loss,,-1.0,4
4 Jun 2025 06:00,LPL,FunPlus Phoenix,Invictus Gaming,under,total_kills 32.5,27.0,37.25%,1.33,1.83,BET365,url não disponível,win,,0.83,5
5 Jun 2025 06:00,LPL,Team WE,JD Gaming,under,total_dragons 4.5,4.0,12.50%,1.6,1.8,BET365,url não disponível,win,,0.8,1
5 Jun 2025 06:00,LPL,Team WE,JD Gaming,under,total_dragons 4.5,3.0,12.50%,1.6,1.8,BET365,url não disponível,win,,0.8,2
5 Jun 2025 06:00,LPL,Team WE,JD Gaming,under,total_dragons 4.5,5.0,12.50%,1.6,1.8,BET365,url não disponível,loss,,-1.0,3
5 Jun 2025 06:00,LPL,Team WE,JD Gaming,under,total_dragons 4.5,4.0,12.50%,1.6,1.8,BET365,url não disponível,win,,0.8,4
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_towers 12.5,12.0,20.33%,1.34,1.61,BET365,url não disponível,win,,0.61,1
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_towers 12.5,8.0,20.33%,1.34,1.61,BET365,url não disponível,win,,0.61,2
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_towers 12.5,10.0,20.33%,1.34,1.61,BET365,url não disponível,win,,0.61,3
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_towers 12.5,9.0,20.33%,1.34,1.61,BET365,url não disponível,win,,0.61,4
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_kills 25.5,32.0,17.25%,1.62,1.9,BET365,url não disponível,loss,,-1.0,1
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_kills 25.5,29.0,17.25%,1.62,1.9,BET365,url não disponível,loss,,-1.0,2
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_kills 25.5,22.0,17.25%,1.62,1.9,BET365,url não disponível,win,,0.9,3
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_kills 25.5,25.0,17.25%,1.62,1.9,BET365,url não disponível,win,,0.9,4
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_inhibitors 1.5,1.0,18.42%,1.69,2.0,BET365,url não disponível,win,,1.0,1
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_inhibitors 1.5,1.0,18.42%,1.69,2.0,BET365,url não disponível,win,,1.0,2
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_inhibitors 1.5,1.0,18.42%,1.69,2.0,BET365,url não disponível,win,,1.0,3
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_inhibitors 1.5,1.0,18.42%,1.69,2.0,BET365,url não disponível,win,,1.0,4
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_barons 1.5,1.0,15.63%,1.08,1.25,BET365,url não disponível,win,,0.25,1
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_barons 1.5,0.0,15.63%,1.08,1.25,BET365,url não disponível,win,,0.25,2
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_barons 1.5,0.0,15.63%,1.08,1.25,BET365,url não disponível,win,,0.25,3
6 Jun 2025 06:30,LCP,GAM Esports,Team Secret Whales,under,total_barons 1.5,1.0,15.63%,1.08,1.25,BET365,url não disponível,win,,0.25,4
4 Jun 2025 07:00,VCS,SN CyberCore Esports,Saigon Secret,under,total_kills 35.5,28.0,20.26%,1.52,1.83,BET365,url não disponível,win,,0.83,1
4 Jun 2025 07:00,VCS,SN CyberCore Esports,Saigon Secret,under,total_kills 35.5,24.0,20.26%,1.52,1.83,BET365,url não disponível,win,,0.83,2
4 Jun 2025 07:00,VCS,SN CyberCore Esports,Saigon Secret,under,total_kills 35.5,45.0,20.26%,1.52,1.83,BET365,url não disponível,loss,,-1.0,3
4 Jun 2025 07:00,VCS,SN CyberCore Esports,Saigon Secret,under,total_inhibitors 1.5,2.0,19.16%,1.39,1.66,BET365,url não disponível,loss,,-1.0,1
4 Jun 2025 07:00,VCS,SN CyberCore Esports,Saigon Secret,under,total_inhibitors 1.5,1.0,19.16%,1.39,1.66,BET365,url não disponível,win,,0.66,2
4 Jun 2025 07:00,VCS,SN CyberCore Esports,Saigon Secret,under,total_inhibitors 1.5,1.0,19.16%,1.39,1.66,BET365,url não disponível,win,,0.66,3
